link,title,gel,modulus,sentence,measurement
https://pubs.acs.org/doi/10.1021/acsami.8b02060,"Dually Synergetic Network Hydrogels with Integrated Mechanical Stretchability, Thermal Responsiveness, and Electrical Conductivity for Strain Sensors and Temperature Alertors","F-PNIPAAm/PANI, F-PNIPAAm/PANI",tensile,"Figure 3. Performances of strain sensors assembled from F-PNIPAAm/PANI hydrogels. (a) Illustration of the three-dimensional structure of strain sensors assembled from F-PNIPAAm/PANI hydrogel, and the photograph of a real strain sensor (upper). (b) Illustration of the cyclic stretching and recovery of a strain sensor connected to a circuit with constant voltage of 3.0 V. (c) Current response curve of the strain sensor undergoing periodical tension strain of 50%. (d) Resistance of the sensor during 350 stretching–releasing cycles. The inset curve displays the current response curve of the sensor after 350 stretching–releasing cycles at a tensile strain of 50%. (e) Relative resistance changes (ΔR/R0) vs time under different tensile strains. The inset displays the change of ΔR/R0 as a function of strain and the linear fitting curve. ΔR is the difference between resistance under different tensile strains (Ri) and the original resistance (R0) of the sensor, as calculated by ΔR = Ri – R0. (f) Current response curve of the strain sensor upon periodical tensile strain of 80% under instantaneous tensile deformation.","=HYPERLINK(""sem/10.1021_acsami.8b02060\am-2018-02060b_0002.jpeg"",""sem/10.1021_acsami.8b02060\am-2018-02060b_0002.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.8b02060,"Dually Synergetic Network Hydrogels with Integrated Mechanical Stretchability, Thermal Responsiveness, and Electrical Conductivity for Strain Sensors and Temperature Alertors","F-PNIPAAm/PANI, F-PNIPAAm/PANI",tensile,S3 shows one tensile loading-unloading cycle of an F-PNIPAAm/PANI   hydrogel. It can be seen that the F-PNIPAAm/PANI hydrogel is resilient with low   residual strain. This ensures the reliability of strain sensor for repetitive work.      ,"=HYPERLINK(""sem/10.1021_acsami.8b02060\supp_3.jpg"",""sem/10.1021_acsami.8b02060\supp_3.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.8b02060,"Dually Synergetic Network Hydrogels with Integrated Mechanical Stretchability, Thermal Responsiveness, and Electrical Conductivity for Strain Sensors and Temperature Alertors","F-PNIPAAm, PNIPAAm, F-PNIPAAm, PNIPAAm",tensile,"S4 show the photograph of an F-PNIPAAm hydrogel sheet and a BIS   crosslinked PNIPAAm hydrogel sheet after being pressed and recovered. As seen,   F-PNIPAAm hydrogel sheet is only extended by pressing and can be recovered when the   pressure is released. While BIS crosslinked PNIPAAm hydrogel sheet breaks into small   particles when it is pressed. The fragile property of BIS crosslinked PNIPAAm/PANI   hydrogel is further supported by the tensile stress-strain curve. As seen in ","=HYPERLINK(""sem/10.1021_acsami.8b02060\supp_4.jpg"",""sem/10.1021_acsami.8b02060\supp_4.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.8b02060,"Dually Synergetic Network Hydrogels with Integrated Mechanical Stretchability, Thermal Responsiveness, and Electrical Conductivity for Strain Sensors and Temperature Alertors",F-PNIPAAm/PANI,tensile,    S-9     6. Strain sensing videos of F-PNIPAAm/PANI hydrogel based sensors      Video S2. This video displays the periodical variation of current signal induced by   uniaxial tensile deformation of an encapsulated sensor.             Video S3. This video displays the periodical variation of current signal induced by   uniaxial tensile deformation of an unencapsulated sensor.    ,"=HYPERLINK(""sem/10.1021_acsami.8b02060\supp_8.jpg"",""sem/10.1021_acsami.8b02060\supp_8.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.iecr.6b03689,"Improvement of the Swelling Properties of Ionic Hydrogels by the Incorporation of Hydrophobic, Elastic Microfibers for Forward Osmosis Applications",,compressive,"Figure 1. (a–c) Surface and (d–f) cross-sectional SEM images of composite hydrogels. (a,d) PN5S5-PET-0.5/0.15, (b,e) PN5S5-PET-0.5/0.5, (c,f) PN5S5-PET-0.5/1.0. The compressive pressure applied is 18 kPa.","=HYPERLINK(""sem/10.1021_acs.iecr.6b03689\ie-2016-036898_0006.jpeg"",""sem/10.1021_acs.iecr.6b03689\ie-2016-036898_0006.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.iecr.6b03689,"Improvement of the Swelling Properties of Ionic Hydrogels by the Incorporation of Hydrophobic, Elastic Microfibers for Forward Osmosis Applications",,elastic," S1      Supporting Information   Improvement of the swelling properties of ionic hydrogels by the incorporation of   hydrophobic, elastic microfibers for forward osmosis applications   Ranwen Ou, Huacheng Zhang, Seungju Kim, George P. Simon, Hongjuan Hou and Huanting   Wang*   R. Ou, Dr. H. C. Zhang, Dr S. Kim, Prof. H. T. Wang   New Horizons Research Centre, Department of Chemical Engineering, Monash University,   Clayton, Victoria 3800, Australia   Email: huanting.wang@monash.edu      Prof. G. P. Simon   New Horizons Research Centre, Department of Materials Engineering, Monash University,   Clayton, Victoria 3800, Australia      Dr. H. J. Hou   Energy and Environment Research Institute, Baosteel Group Corporation, Shanghai, 201999,   China                                                 ","=HYPERLINK(""sem/10.1021_acs.iecr.6b03689\supp_0.jpg"",""sem/10.1021_acs.iecr.6b03689\supp_0.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.7b18155,Coordination-Triggered Hierarchical Folate/Zinc Supramolecular Hydrogels Leading to Printable Biomaterials,"folate/Zn2+, a, f, at, folate/Zn2+, a, folate, Zn2+, folate/Zn2+, at, folate, folate/Zn2+",shear,"Figure 4. Rheological characterization of injectable folate/Zn2+ hydrogels. (a) Stress-dependent (f = 1 Hz), and (b) frequency-dependent (at stress of 1 Pa) oscillatory profiles of folate/Zn2+ hydrogel. [Folate] = 15 mM. The numbers in (a) and (b) are the molar ratios between folate and Zn2+. (c) Viscosity of folate/Zn2+ hydrogel at increased shear rate followed by reverse shear rate decrease in continuous flow experiments. (d) Continuous step-stain measurements, which were carried out in steps of 50 and 0.5% oscillatory strain for four cycles. (Hydrogels used in (c) and (d) were [folate] = 15 mM, folate/Zn2+ = 1/1.8.)","=HYPERLINK(""sem/10.1021_acsami.7b18155\am-2017-18155k_0001.jpeg"",""sem/10.1021_acsami.7b18155\am-2017-18155k_0001.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.7b18155,Coordination-Triggered Hierarchical Folate/Zinc Supramolecular Hydrogels Leading to Printable Biomaterials,"a, a, at, folate/Zn, 2+, a, a, at, a, at, a, folate/Zn, 2+","elastic, shear"," S-7     Scientific Co., USA) in the range of 4000 to 600 cm -1   under ambient condition. The spectrometer   was equipped with an attenuated total reflection (ATR) accessory with a Smart iTR (diamond).   Lyophilized gel samples were used for FT-IR spectra.    1 H NMR spectra were acquired on Bruker Avance III 500 MHz NMR with 512 scanning times.   The samples were prepared in deuterium oxide. Chemical shifts are reported in ppm relative to   the residual solvent peak.      Rheological measurements   The rheological properties of samples were measured with a ThermoHaake RS300 rheometer at   25 °C. The folate/Zn 2+   hydrogel samples were prepared and gently placed on the middle between   a 35 mm diameter plate and a parallel plate rotor with the gap of 0.100 mm. A solvent trap was   used to avoid water evaporation. Dynamic stress sweep spectra were carried out at a frequency of   1 Hz. Dynamic frequency sweep spectra were recorded in the linear viscoelastic regime of the   samples determined from dynamic stress sweep measurements. Dynamic oscillatory   measurements were conducted at a 1% strain and 1 Hz. Continuous flow measurements were   conducted with measurement of viscosity with shear rate increasing from 1 s -1   to 10 s -1  , followed   immediately by decreasing shear rate from 10 s -1   to 1 s -1  . The recovering process of folate/Zn 2+     hydrogel in response to applied stress was performed using continuous step test with alternate   small strain (0.5%) and large strain (50%).       ","=HYPERLINK(""sem/10.1021_acsami.7b18155\supp_6.jpg"",""sem/10.1021_acsami.7b18155\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,"elastic, shear","Figure 2. Common rheological measures associated with bioink printability. (A) Shear-thinning behavior of bioinks (log scale) with viscosity decreasing as shear rate increases. Reproduced with permission from ref  (100). Copyright 2017 BioResources. (B) Viscoelastic and yielding behavior of bioinks. G′ and G′′ can be averaged from the linear viscoelastic region, while yield stress can be defined at the crossover point between G′ and G′′. Reproduced with permission from ref  (100). Copyright 2017 BioResources. (C) Recovery behavior of a bioink using different shear rates to model the extrusion phase. Reproduced with permission from ref  (103). Copyright 2018 Springer-Verlag London Ltd.","=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0002.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0002.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,"rheology, modulus, storage","Figure 3. Identified relationships between rheology and shape fidelity. (A) Diamantides et al. related the storage modulus of their bioinks to filament width relative to nozzle size. Reproduced with permission from ref  (70). Copyright 2017 IOP Publishing Ltd. (B) Jia et al. related the viscosity of their bioinks to the area covered by printed dots. Reproduced with permission from ref  (110). Copyright 2014 Elsevier Ltd. (C) Gao et al. related the tan δ (loss tangent) of their bioinks to the height of a five-layer tubular structure. Reproduced with permission from ref  (21). Copyright 2018 IOP Publishing Ltd. (D) Ribeiro et al. related the yield stress of their bioinks to its angle of deflection across unsupported gaps of varying distances. Reproduced with permission from ref  (73). Copyright 2017 IOP Publishing Ltd. (E) Ouyang et al. related the gelation kinetics of their bioinks to the shape of horizontal pores, quantified using their Pr value. Reproduced with permission from ref  (40). Copyright 2016 IOP Publishing Ltd.","=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0003.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,shear,"Figure 5. (A) Schematic illustration for preparing gallol-rich, shear-thinning hydrogels of HA-Ga/OEGCG. (B) The proposed multiple hydrogen bond formation (red dashed line) between the gallol-to-gallol moieties and gallol-to-HA backbone. (C) Changes in viscosity as a function of shear rates for HA-Ga/OEGCG hydrogels with the [HA unit]/[gallol in OEGCG] ratio of 7 (blue), 2 (black), or 0.5 (red). (D) The recovery measurement of G′ displaying the hydrogel structure under alternating strain from 0.1% to 10% back down to 0.1%. (E) A photograph showing the injectability of the HA-Ga/OEGCG hydrogel (the ratio = 0.5) using a 26 G needle (inner diameter = 0.26 mm). Reproduced with permission from ref  (136). Copyright 2017 American Chemical Society. (F) Schematic illustration of the 3D printing where the gallol ECM hydrogel ink transitions from a shear-thinning hydrogel during printing to one with mechanical stabilization via oxidation after the printing. (G) Printability of the gallol ECM ink with various concentrations (4, 6 wt %) and injectability as a function of the time after gel formation (0.5, 1, 2 h). Scale bars of 4 mm. Reproduced with permission from ref  (138). Copyright 2019 Elsevier.","=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0005.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,"rheology, shear","Figure 6. (A) Chemical structure of the ABA triblock copolymer. (B) Schematics of the reversible sol–gel transition of the prepared hydrogel under temperature switch. (C) Gelation test of UNONU and NON polymer solutions under cold (4 °C) and warm (37 °C) conditions via simple tilting. (D) Dynamic strain amplitude cyclic test (γ = 0.5% and 200%) of the hydrogel at 37 °C showing rapid self-healing behavior. (E) Frequency-dependent (at a strain of 1%) oscillatory shear rheology of the hydrogel. (F) Viscosity measurement of the hydrogel (inset: injection test of the hydrogel at room temperature). (G) Hydrogels were cut into equal halves by a razor blade. (H) The self-healed hydrogels can also withstand stretching, scale bars: 1 cm. Reproduced with permission from ref  (141). Copyright 2017 American Chemical Society.","=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0006.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0006.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,shear,Figure 7. (A) Scheme of the synthesis of PEDOT:S-Alg-Ad polymers. (B) Schematic of dynamic cross-link formation utilizing host–guest complexation. (C) Continuous flow experiments showing the shear stress (closed symbols) and viscosity (open symbols) of different host–guest conductive hydrogels. (D) Self-healing property of the conductive hydrogel when the alternate step strain switched from 1 to 500%. (E) Bright-field images of the self-healing process of PEDOT:S-Alg-Ad (2:1)/Pβ-CD hydrogels. Reproduced with permission from ref  (157). Copyright 2019 American Chemical Society.,"=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0007.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0007.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,rheology,"Figure 8. (A) Schematic illustration of (i) synthesis of the highly branched CB[n]-threaded polyrotaxane (HBP-CB[n]) via a semibatch RAFT polymerization in the presence of CB[n] (CTA, chain transfer agent (benzyltrithiocarbonyl propionic acid), and ACVA: 4,4′-azobis(4-cyanovaleric acid)), (ii) chemical structures of its linear analogue (LP), and (iii) naphthyl-functionalized hydroxyethyl cellulose (HECNp). (B) Formation of hydrogel networks through a two-component strategy from HBP-CB[8] polyrotaxane (HBP-CB[8]@HECNp) or a three-component strategy from its linear analogue (LP@CB[8]@HECNp). Inset: inverted vial tests for the hydrogel networks. Reproduced with permission from ref  (178). Copyright 2018 Wiley-VCH. (C) Light-controlled supramolecular hydrogels. (D) Step-strain rheology alternating between 10% staring and 300% strain for physically cross-linked hydrogels (state I), chemically cross-linked hydrogels (state II), or hydrogels with cross-links reversed by exposure to 254 nm irradiation (state III). (E) Hydrogel swelling and dissipation determined by bathing preformed hydrogels in water and hydrogel stability through vial inversion. (F) Hydrogels were patterned by irradiation with 365 nm light using a mask, and the remaining supramolecular network was dissolved in water to leave a patterned covalent hydrogel. Reproduced with permission from ref  (187). Copyright 2019 The Royal Society of Chemistry.","=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0008.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0008.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,shear,"Figure 9. (A) Schematic illustration and molecular structure of bisphosphonate-modified hyaluronic acid (HA-BP). (B) Efficient in situ self-assembly of BP-M NPs surrounding grafted BP groups of HA-BP macromers via BP-M coordination. (C) Hydrogel networks are stabilized by the BP-M NPs. (D) Representative elements (AEM and TM) and diameters of corresponding divalent cations (numbers under the name of elements; unit, pm) used for hydrogel fabrication. (E,F) Representative oscillatory rheological analysis results of the nanocomposite hydrogels prepared with a series of AEM ions and TM ions, respectively. All hydrogels were prepared with identical concentrations of ions, free BP, and HA-BP. (G) Rheological data for the HA-BP-M nanocomposite hydrogels under alternating high (20%) and low shear (0.1%). Reproduced with permission from ref  (190). Copyright 2019 Wiley-VCH.","=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0009.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0009.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.chemrev.0c00015,Physical and Chemical Factors Influencing the Printability of Hydrogel-based Extrusion Bioinks,,shear,"Figure 10. (A) Illustration of the hierarchical self-assembly process during gelation and the Printed hollow triangle structure. (B) Gelation in the folate/Zn2+ system. (C) Viscosity of folate/Zn2+ hydrogel at an increased shear rate followed by reverse shear rate decrease in continuous flow experiments. (D) Continuous step-stain measurements, which were carried out in steps of 50 and 0.5% oscillatory strain for four cycles (Hydrogels used in (C) and (D) were [folate] = 15 mM, folate/Zn2+ = 1/1.8). Reproduced with permission from ref  (207). Copyright 2018 American Chemical Society.","=HYPERLINK(""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0010.jpeg"",""sem/10.1021_acs.chemrev.0c00015\cr0c00015_0010.jpeg"")"
